Date of analysis,Country,Total country population,Level 1,Area,Validity period,From,To,Phase,Number,Percentage
#date+analysis,#country+code,#population,#loc+level1,#loc+area,#period+v_ipc,#date+start,#date+end,#severity+v_ipc,#affected+num,#affected+pct
Aug 2023,SOM,16955266,Lower Juba,Afmadow (1),current,2023-08-01,2023-09-30,all,38821,1.0
Aug 2023,SOM,16955266,Lower Juba,Afmadow (1),current,2023-08-01,2023-09-30,3+,5823,0.15
Aug 2023,SOM,16955266,Lower Juba,Afmadow (1),current,2023-08-01,2023-09-30,1,25233,0.65
Aug 2023,SOM,16955266,Lower Juba,Afmadow (1),current,2023-08-01,2023-09-30,2,7764,0.2
Aug 2023,SOM,16955266,Lower Juba,Afmadow (1),current,2023-08-01,2023-09-30,3,5823,0.15
Aug 2023,SOM,16955266,Lower Juba,Afmadow (1),current,2023-08-01,2023-09-30,4,0,0
Aug 2023,SOM,16955266,Lower Juba,Afmadow (1),current,2023-08-01,2023-09-30,5,0,0
Aug 2023,SOM,16955266,Lower Juba,Afmadow (1),projected,2023-10-01,2023-12-31,all,38821,1.0
Aug 2023,SOM,16955266,Lower Juba,Afmadow (1),projected,2023-10-01,2023-12-31,3+,3882,0.1
Aug 2023,SOM,16955266,Lower Juba,Afmadow (1),projected,2023-10-01,2023-12-31,1,23292,0.6
Aug 2023,SOM,16955266,Lower Juba,Afmadow (1),projected,2023-10-01,2023-12-31,2,11646,0.3
Aug 2023,SOM,16955266,Lower Juba,Afmadow (1),projected,2023-10-01,2023-12-31,3,3882,0.1
Aug 2023,SOM,16955266,Lower Juba,Afmadow (1),projected,2023-10-01,2023-12-31,4,0,0
Aug 2023,SOM,16955266,Lower Juba,Afmadow (1),projected,2023-10-01,2023-12-31,5,0,0
Aug 2023,SOM,16955266,Lower Juba,Jamaame,current,2023-08-01,2023-09-30,all,100373,1.0
Aug 2023,SOM,16955266,Lower Juba,Jamaame,current,2023-08-01,2023-09-30,3+,10037,0.1
Aug 2023,SOM,16955266,Lower Juba,Jamaame,current,2023-08-01,2023-09-30,1,50186,0.5
Aug 2023,SOM,16955266,Lower Juba,Jamaame,current,2023-08-01,2023-09-30,2,40149,0.4
Aug 2023,SOM,16955266,Lower Juba,Jamaame,current,2023-08-01,2023-09-30,3,10037,0.1
Aug 2023,SOM,16955266,Lower Juba,Jamaame,current,2023-08-01,2023-09-30,4,0,0
Aug 2023,SOM,16955266,Lower Juba,Jamaame,current,2023-08-01,2023-09-30,5,0,0
Aug 2023,SOM,16955266,Lower Juba,Jamaame,projected,2023-10-01,2023-12-31,all,100373,1.0
Aug 2023,SOM,16955266,Lower Juba,Jamaame,projected,2023-10-01,2023-12-31,3+,55204,0.55
Aug 2023,SOM,16955266,Lower Juba,Jamaame,projected,2023-10-01,2023-12-31,1,30111,0.3
Aug 2023,SOM,16955266,Lower Juba,Jamaame,projected,2023-10-01,2023-12-31,2,15055,0.15
Aug 2023,SOM,16955266,Lower Juba,Jamaame,projected,2023-10-01,2023-12-31,3,25093,0.25
Aug 2023,SOM,16955266,Lower Juba,Jamaame,projected,2023-10-01,2023-12-31,4,30111,0.3
Aug 2023,SOM,16955266,Lower Juba,Jamaame,projected,2023-10-01,2023-12-31,5,0,0
Aug 2023,SOM,16955266,Lower Juba,Badhaadhe urban,current,2023-08-01,2023-09-30,all,9612,1.0
Aug 2023,SOM,16955266,Lower Juba,Badhaadhe urban,current,2023-08-01,2023-09-30,3+,2402,0.25
Aug 2023,SOM,16955266,Lower Juba,Badhaadhe urban,current,2023-08-01,2023-09-30,1,4806,0.5
Aug 2023,SOM,16955266,Lower Juba,Badhaadhe urban,current,2023-08-01,2023-09-30,2,2403,0.25
Aug 2023,SOM,16955266,Lower Juba,Badhaadhe urban,current,2023-08-01,2023-09-30,3,1922,0.2
Aug 2023,SOM,16955266,Lower Juba,Badhaadhe urban,current,2023-08-01,2023-09-30,4,480,0.05
Aug 2023,SOM,16955266,Lower Juba,Badhaadhe urban,current,2023-08-01,2023-09-30,5,0,0
Aug 2023,SOM,16955266,Lower Juba,Badhaadhe urban,projected,2023-10-01,2023-12-31,all,9612,1.0
Aug 2023,SOM,16955266,Lower Juba,Badhaadhe urban,projected,2023-10-01,2023-12-31,3+,4325,0.45
Aug 2023,SOM,16955266,Lower Juba,Badhaadhe urban,projected,2023-10-01,2023-12-31,1,2403,0.25
Aug 2023,SOM,16955266,Lower Juba,Badhaadhe urban,projected,2023-10-01,2023-12-31,2,2883,0.3
Aug 2023,SOM,16955266,Lower Juba,Badhaadhe urban,projected,2023-10-01,2023-12-31,3,3364,0.35
Aug 2023,SOM,16955266,Lower Juba,Badhaadhe urban,projected,2023-10-01,2023-12-31,4,961,0.1
Aug 2023,SOM,16955266,Lower Juba,Badhaadhe urban,projected,2023-10-01,2023-12-31,5,0,0
Aug 2023,SOM,16955266,Lower Juba,Afmadow,current,2023-08-01,2023-09-30,all,53587,1.0
Aug 2023,SOM,16955266,Lower Juba,Afmadow,current,2023-08-01,2023-09-30,3+,5358,0.1
Aug 2023,SOM,16955266,Lower Juba,Afmadow,current,2023-08-01,2023-09-30,1,42869,0.8
Aug 2023,SOM,16955266,Lower Juba,Afmadow,current,2023-08-01,2023-09-30,2,5358,0.1
Aug 2023,SOM,16955266,Lower Juba,Afmadow,current,2023-08-01,2023-09-30,3,5358,0.1
Aug 2023,SOM,16955266,Lower Juba,Afmadow,current,2023-08-01,2023-09-30,4,0,0
Aug 2023,SOM,16955266,Lower Juba,Afmadow,current,2023-08-01,2023-09-30,5,0,0
Aug 2023,SOM,16955266,Lower Juba,Afmadow,projected,2023-10-01,2023-12-31,all,53587,1.0
Aug 2023,SOM,16955266,Lower Juba,Afmadow,projected,2023-10-01,2023-12-31,3+,2679,0.05
Aug 2023,SOM,16955266,Lower Juba,Afmadow,projected,2023-10-01,2023-12-31,1,45548,0.85
Aug 2023,SOM,16955266,Lower Juba,Afmadow,projected,2023-10-01,2023-12-31,2,5358,0.1
Aug 2023,SOM,16955266,Lower Juba,Afmadow,projected,2023-10-01,2023-12-31,3,2679,0.05
Aug 2023,SOM,16955266,Lower Juba,Afmadow,projected,2023-10-01,2023-12-31,4,0,0
Aug 2023,SOM,16955266,Lower Juba,Afmadow,projected,2023-10-01,2023-12-31,5,0,0
Aug 2023,SOM,16955266,Lower Juba,Afmadow urban,current,2023-08-01,2023-09-30,all,22232,1.0
Aug 2023,SOM,16955266,Lower Juba,Afmadow urban,current,2023-08-01,2023-09-30,3+,5557,0.25
Aug 2023,SOM,16955266,Lower Juba,Afmadow urban,current,2023-08-01,2023-09-30,1,11116,0.5
Aug 2023,SOM,16955266,Lower Juba,Afmadow urban,current,2023-08-01,2023-09-30,2,5558,0.25
Aug 2023,SOM,16955266,Lower Juba,Afmadow urban,current,2023-08-01,2023-09-30,3,4446,0.2
Aug 2023,SOM,16955266,Lower Juba,Afmadow urban,current,2023-08-01,2023-09-30,4,1111,0.05
Aug 2023,SOM,16955266,Lower Juba,Afmadow urban,current,2023-08-01,2023-09-30,5,0,0
Aug 2023,SOM,16955266,Lower Juba,Afmadow urban,projected,2023-10-01,2023-12-31,all,22232,1.0
Aug 2023,SOM,16955266,Lower Juba,Afmadow urban,projected,2023-10-01,2023-12-31,3+,10004,0.45
Aug 2023,SOM,16955266,Lower Juba,Afmadow urban,projected,2023-10-01,2023-12-31,1,5558,0.25
Aug 2023,SOM,16955266,Lower Juba,Afmadow urban,projected,2023-10-01,2023-12-31,2,6669,0.3
Aug 2023,SOM,16955266,Lower Juba,Afmadow urban,projected,2023-10-01,2023-12-31,3,7781,0.35
Aug 2023,SOM,16955266,Lower Juba,Afmadow urban,projected,2023-10-01,2023-12-31,4,2223,0.1
Aug 2023,SOM,16955266,Lower Juba,Afmadow urban,projected,2023-10-01,2023-12-31,5,0,0
Aug 2023,SOM,16955266,Lower Shabelle,Afgooye,current,2023-08-01,2023-09-30,all,64957,1.0
Aug 2023,SOM,16955266,Lower Shabelle,Afgooye,current,2023-08-01,2023-09-30,3+,16238,0.25
Aug 2023,SOM,16955266,Lower Shabelle,Afgooye,current,2023-08-01,2023-09-30,1,25982,0.4
Aug 2023,SOM,16955266,Lower Shabelle,Afgooye,current,2023-08-01,2023-09-30,2,22734,0.35
Aug 2023,SOM,16955266,Lower Shabelle,Afgooye,current,2023-08-01,2023-09-30,3,12991,0.2
Aug 2023,SOM,16955266,Lower Shabelle,Afgooye,current,2023-08-01,2023-09-30,4,3247,0.05
Aug 2023,SOM,16955266,Lower Shabelle,Afgooye,current,2023-08-01,2023-09-30,5,0,0
Aug 2023,SOM,16955266,Lower Shabelle,Afgooye,projected,2023-10-01,2023-12-31,all,64957,1.0
Aug 2023,SOM,16955266,Lower Shabelle,Afgooye,projected,2023-10-01,2023-12-31,3+,29230,0.45
Aug 2023,SOM,16955266,Lower Shabelle,Afgooye,projected,2023-10-01,2023-12-31,1,16239,0.25
Aug 2023,SOM,16955266,Lower Shabelle,Afgooye,projected,2023-10-01,2023-12-31,2,19487,0.3
Aug 2023,SOM,16955266,Lower Shabelle,Afgooye,projected,2023-10-01,2023-12-31,3,16239,0.25
Aug 2023,SOM,16955266,Lower Shabelle,Afgooye,projected,2023-10-01,2023-12-31,4,12991,0.2
Aug 2023,SOM,16955266,Lower Shabelle,Afgooye,projected,2023-10-01,2023-12-31,5,0,0
Aug 2023,SOM,16955266,Lower Shabelle,Baraawe (1),current,2023-08-01,2023-09-30,all,38756,1.0
Aug 2023,SOM,16955266,Lower Shabelle,Baraawe (1),current,2023-08-01,2023-09-30,3+,0,0
Aug 2023,SOM,16955266,Lower Shabelle,Baraawe (1),current,2023-08-01,2023-09-30,1,32942,0.85
Aug 2023,SOM,16955266,Lower Shabelle,Baraawe (1),current,2023-08-01,2023-09-30,2,5813,0.15
Aug 2023,SOM,16955266,Lower Shabelle,Baraawe (1),current,2023-08-01,2023-09-30,3,0,0
Aug 2023,SOM,16955266,Lower Shabelle,Baraawe (1),current,2023-08-01,2023-09-30,4,0,0
Aug 2023,SOM,16955266,Lower Shabelle,Baraawe (1),current,2023-08-01,2023-09-30,5,0,0
Aug 2023,SOM,16955266,Lower Shabelle,Baraawe (1),projected,2023-10-01,2023-12-31,all,38756,1.0
Aug 2023,SOM,16955266,Lower Shabelle,Baraawe (1),projected,2023-10-01,2023-12-31,3+,0,0
Aug 2023,SOM,16955266,Lower Shabelle,Baraawe (1),projected,2023-10-01,2023-12-31,1,34880,0.9
Aug 2023,SOM,16955266,Lower Shabelle,Baraawe (1),projected,2023-10-01,2023-12-31,2,3875,0.1
Aug 2023,SOM,16955266,Lower Shabelle,Baraawe (1),projected,2023-10-01,2023-12-31,3,0,0
Aug 2023,SOM,16955266,Lower Shabelle,Baraawe (1),projected,2023-10-01,2023-12-31,4,0,0
Aug 2023,SOM,16955266,Lower Shabelle,Baraawe (1),projected,2023-10-01,2023-12-31,5,0,0
Aug 2023,SOM,16955266,Lower Shabelle,Wanla weyn,current,2023-08-01,2023-09-30,all,230230,1.0
Aug 2023,SOM,16955266,Lower Shabelle,Wanla weyn,current,2023-08-01,2023-09-30,3+,57557,0.25
Aug 2023,SOM,16955266,Lower Shabelle,Wanla weyn,current,2023-08-01,2023-09-30,1,92092,0.4
Aug 2023,SOM,16955266,Lower Shabelle,Wanla weyn,current,2023-08-01,2023-09-30,2,80580,0.35
Aug 2023,SOM,16955266,Lower Shabelle,Wanla weyn,current,2023-08-01,2023-09-30,3,34534,0.15
Aug 2023,SOM,16955266,Lower Shabelle,Wanla weyn,current,2023-08-01,2023-09-30,4,23023,0.1
Aug 2023,SOM,16955266,Lower Shabelle,Wanla weyn,current,2023-08-01,2023-09-30,5,0,0
Aug 2023,SOM,16955266,Lower Shabelle,Wanla weyn,projected,2023-10-01,2023-12-31,all,230230,1.0
Aug 2023,SOM,16955266,Lower Shabelle,Wanla weyn,projected,2023-10-01,2023-12-31,3+,80580,0.35
Aug 2023,SOM,16955266,Lower Shabelle,Wanla weyn,projected,2023-10-01,2023-12-31,1,80580,0.35
Aug 2023,SOM,16955266,Lower Shabelle,Wanla weyn,projected,2023-10-01,2023-12-31,2,69069,0.3
Aug 2023,SOM,16955266,Lower Shabelle,Wanla weyn,projected,2023-10-01,2023-12-31,3,46046,0.2
Aug 2023,SOM,16955266,Lower Shabelle,Wanla weyn,projected,2023-10-01,2023-12-31,4,34534,0.15
Aug 2023,SOM,16955266,Lower Shabelle,Wanla weyn,projected,2023-10-01,2023-12-31,5,0,0
Aug 2023,SOM,16955266,Lower Shabelle,Marka (1),current,2023-08-01,2023-09-30,all,90665,1.0
Aug 2023,SOM,16955266,Lower Shabelle,Marka (1),current,2023-08-01,2023-09-30,3+,22666,0.25
Aug 2023,SOM,16955266,Lower Shabelle,Marka (1),current,2023-08-01,2023-09-30,1,36266,0.4
Aug 2023,SOM,16955266,Lower Shabelle,Marka (1),current,2023-08-01,2023-09-30,2,31732,0.35
Aug 2023,SOM,16955266,Lower Shabelle,Marka (1),current,2023-08-01,2023-09-30,3,18133,0.2
Aug 2023,SOM,16955266,Lower Shabelle,Marka (1),current,2023-08-01,2023-09-30,4,4533,0.05
Aug 2023,SOM,16955266,Lower Shabelle,Marka (1),current,2023-08-01,2023-09-30,5,0,0
Aug 2023,SOM,16955266,Lower Shabelle,Marka (1),projected,2023-10-01,2023-12-31,all,90665,1.0
Aug 2023,SOM,16955266,Lower Shabelle,Marka (1),projected,2023-10-01,2023-12-31,3+,40799,0.45
Aug 2023,SOM,16955266,Lower Shabelle,Marka (1),projected,2023-10-01,2023-12-31,1,22666,0.25
Aug 2023,SOM,16955266,Lower Shabelle,Marka (1),projected,2023-10-01,2023-12-31,2,27199,0.3
Aug 2023,SOM,16955266,Lower Shabelle,Marka (1),projected,2023-10-01,2023-12-31,3,22666,0.25
Aug 2023,SOM,16955266,Lower Shabelle,Marka (1),projected,2023-10-01,2023-12-31,4,18133,0.2
Aug 2023,SOM,16955266,Lower Shabelle,Marka (1),projected,2023-10-01,2023-12-31,5,0,0
Aug 2023,SOM,16955266,Lower Shabelle,Marka,current,2023-08-01,2023-09-30,all,12954,1.0
Aug 2023,SOM,16955266,Lower Shabelle,Marka,current,2023-08-01,2023-09-30,3+,0,0
Aug 2023,SOM,16955266,Lower Shabelle,Marka,current,2023-08-01,2023-09-30,1,11010,0.85
Aug 2023,SOM,16955266,Lower Shabelle,Marka,current,2023-08-01,2023-09-30,2,1943,0.15
Aug 2023,SOM,16955266,Lower Shabelle,Marka,current,2023-08-01,2023-09-30,3,0,0
Aug 2023,SOM,16955266,Lower Shabelle,Marka,current,2023-08-01,2023-09-30,4,0,0
Aug 2023,SOM,16955266,Lower Shabelle,Marka,current,2023-08-01,2023-09-30,5,0,0
Aug 2023,SOM,16955266,Lower Shabelle,Marka,projected,2023-10-01,2023-12-31,all,12954,1.0
Aug 2023,SOM,16955266,Lower Shabelle,Marka,projected,2023-10-01,2023-12-31,3+,0,0
Aug 2023,SOM,16955266,Lower Shabelle,Marka,projected,2023-10-01,2023-12-31,1,11658,0.9
Aug 2023,SOM,16955266,Lower Shabelle,Marka,projected,2023-10-01,2023-12-31,2,1295,0.1
Aug 2023,SOM,16955266,Lower Shabelle,Marka,projected,2023-10-01,2023-12-31,3,0,0
Aug 2023,SOM,16955266,Lower Shabelle,Marka,projected,2023-10-01,2023-12-31,4,0,0
Aug 2023,SOM,16955266,Lower Shabelle,Marka,projected,2023-10-01,2023-12-31,5,0,0
Aug 2023,SOM,16955266,Lower Shabelle,Marka idps,current,2023-08-01,2023-09-30,all,36954,1.0
Aug 2023,SOM,16955266,Lower Shabelle,Marka idps,current,2023-08-01,2023-09-30,3+,12933,0.35
Aug 2023,SOM,16955266,Lower Shabelle,Marka idps,current,2023-08-01,2023-09-30,1,11086,0.3
Aug 2023,SOM,16955266,Lower Shabelle,Marka idps,current,2023-08-01,2023-09-30,2,12933,0.35
Aug 2023,SOM,16955266,Lower Shabelle,Marka idps,current,2023-08-01,2023-09-30,3,9238,0.25
Aug 2023,SOM,16955266,Lower Shabelle,Marka idps,current,2023-08-01,2023-09-30,4,3695,0.1
Aug 2023,SOM,16955266,Lower Shabelle,Marka idps,current,2023-08-01,2023-09-30,5,0,0
Aug 2023,SOM,16955266,Lower Shabelle,Marka idps,projected,2023-10-01,2023-12-31,all,36954,1.0
Aug 2023,SOM,16955266,Lower Shabelle,Marka idps,projected,2023-10-01,2023-12-31,3+,16629,0.45
Aug 2023,SOM,16955266,Lower Shabelle,Marka idps,projected,2023-10-01,2023-12-31,1,5543,0.15
Aug 2023,SOM,16955266,Lower Shabelle,Marka idps,projected,2023-10-01,2023-12-31,2,14781,0.4
Aug 2023,SOM,16955266,Lower Shabelle,Marka idps,projected,2023-10-01,2023-12-31,3,11086,0.3
Aug 2023,SOM,16955266,Lower Shabelle,Marka idps,projected,2023-10-01,2023-12-31,4,5543,0.15
Aug 2023,SOM,16955266,Lower Shabelle,Marka idps,projected,2023-10-01,2023-12-31,5,0,0
Aug 2023,SOM,16955266,Lower Shabelle,Wanla weyn urban,current,2023-08-01,2023-09-30,all,49292,1.0
Aug 2023,SOM,16955266,Lower Shabelle,Wanla weyn urban,current,2023-08-01,2023-09-30,3+,0,0
Aug 2023,SOM,16955266,Lower Shabelle,Wanla weyn urban,current,2023-08-01,2023-09-30,1,39433,0.8
Aug 2023,SOM,16955266,Lower Shabelle,Wanla weyn urban,current,2023-08-01,2023-09-30,2,9858,0.2
Aug 2023,SOM,16955266,Lower Shabelle,Wanla weyn urban,current,2023-08-01,2023-09-30,3,0,0
Aug 2023,SOM,16955266,Lower Shabelle,Wanla weyn urban,current,2023-08-01,2023-09-30,4,0,0
Aug 2023,SOM,16955266,Lower Shabelle,Wanla weyn urban,current,2023-08-01,2023-09-30,5,0,0
Aug 2023,SOM,16955266,Lower Shabelle,Wanla weyn urban,projected,2023-10-01,2023-12-31,all,49292,1.0
Aug 2023,SOM,16955266,Lower Shabelle,Wanla weyn urban,projected,2023-10-01,2023-12-31,3+,2464,0.05
Aug 2023,SOM,16955266,Lower Shabelle,Wanla weyn urban,projected,2023-10-01,2023-12-31,1,34504,0.7
Aug 2023,SOM,16955266,Lower Shabelle,Wanla weyn urban,projected,2023-10-01,2023-12-31,2,12323,0.25
Aug 2023,SOM,16955266,Lower Shabelle,Wanla weyn urban,projected,2023-10-01,2023-12-31,3,2464,0.05
Aug 2023,SOM,16955266,Lower Shabelle,Wanla weyn urban,projected,2023-10-01,2023-12-31,4,0,0
Aug 2023,SOM,16955266,Lower Shabelle,Wanla weyn urban,projected,2023-10-01,2023-12-31,5,0,0
Aug 2023,SOM,16955266,Lower Shabelle,Kurtunwaarey urban,current,2023-08-01,2023-09-30,all,25945,1.0
Aug 2023,SOM,16955266,Lower Shabelle,Kurtunwaarey urban,current,2023-08-01,2023-09-30,3+,0,0
Aug 2023,SOM,16955266,Lower Shabelle,Kurtunwaarey urban,current,2023-08-01,2023-09-30,1,20756,0.8
Aug 2023,SOM,16955266,Lower Shabelle,Kurtunwaarey urban,current,2023-08-01,2023-09-30,2,5189,0.2
Aug 2023,SOM,16955266,Lower Shabelle,Kurtunwaarey urban,current,2023-08-01,2023-09-30,3,0,0
Aug 2023,SOM,16955266,Lower Shabelle,Kurtunwaarey urban,current,2023-08-01,2023-09-30,4,0,0
Aug 2023,SOM,16955266,Lower Shabelle,Kurtunwaarey urban,current,2023-08-01,2023-09-30,5,0,0
Aug 2023,SOM,16955266,Lower Shabelle,Kurtunwaarey urban,projected,2023-10-01,2023-12-31,all,25945,1.0
Aug 2023,SOM,16955266,Lower Shabelle,Kurtunwaarey urban,projected,2023-10-01,2023-12-31,3+,1297,0.05
Aug 2023,SOM,16955266,Lower Shabelle,Kurtunwaarey urban,projected,2023-10-01,2023-12-31,1,18161,0.7
Aug 2023,SOM,16955266,Lower Shabelle,Kurtunwaarey urban,projected,2023-10-01,2023-12-31,2,6486,0.25
Aug 2023,SOM,16955266,Lower Shabelle,Kurtunwaarey urban,projected,2023-10-01,2023-12-31,3,1297,0.05
Aug 2023,SOM,16955266,Lower Shabelle,Kurtunwaarey urban,projected,2023-10-01,2023-12-31,4,0,0
Aug 2023,SOM,16955266,Lower Shabelle,Kurtunwaarey urban,projected,2023-10-01,2023-12-31,5,0,0
Aug 2023,SOM,16955266,Lower Shabelle,Qoryooley (2),current,2023-08-01,2023-09-30,all,13978,1.0
Aug 2023,SOM,16955266,Lower Shabelle,Qoryooley (2),current,2023-08-01,2023-09-30,3+,3493,0.25
Aug 2023,SOM,16955266,Lower Shabelle,Qoryooley (2),current,2023-08-01,2023-09-30,1,5591,0.4
Aug 2023,SOM,16955266,Lower Shabelle,Qoryooley (2),current,2023-08-01,2023-09-30,2,4892,0.35
Aug 2023,SOM,16955266,Lower Shabelle,Qoryooley (2),current,2023-08-01,2023-09-30,3,2096,0.15
Aug 2023,SOM,16955266,Lower Shabelle,Qoryooley (2),current,2023-08-01,2023-09-30,4,1397,0.1
Aug 2023,SOM,16955266,Lower Shabelle,Qoryooley (2),current,2023-08-01,2023-09-30,5,0,0
Aug 2023,SOM,16955266,Lower Shabelle,Qoryooley (2),projected,2023-10-01,2023-12-31,all,13978,1.0
Aug 2023,SOM,16955266,Lower Shabelle,Qoryooley (2),projected,2023-10-01,2023-12-31,3+,4891,0.35
Aug 2023,SOM,16955266,Lower Shabelle,Qoryooley (2),projected,2023-10-01,2023-12-31,1,4892,0.35
Aug 2023,SOM,16955266,Lower Shabelle,Qoryooley (2),projected,2023-10-01,2023-12-31,2,4193,0.3
Aug 2023,SOM,16955266,Lower Shabelle,Qoryooley (2),projected,2023-10-01,2023-12-31,3,2795,0.2
Aug 2023,SOM,16955266,Lower Shabelle,Qoryooley (2),projected,2023-10-01,2023-12-31,4,2096,0.15
Aug 2023,SOM,16955266,Lower Shabelle,Qoryooley (2),projected,2023-10-01,2023-12-31,5,0,0
Aug 2023,SOM,16955266,Lower Shabelle,Afgooye idps,current,2023-08-01,2023-09-30,all,29574,1.0
Aug 2023,SOM,16955266,Lower Shabelle,Afgooye idps,current,2023-08-01,2023-09-30,3+,10350,0.35
Aug 2023,SOM,16955266,Lower Shabelle,Afgooye idps,current,2023-08-01,2023-09-30,1,8872,0.3
Aug 2023,SOM,16955266,Lower Shabelle,Afgooye idps,current,2023-08-01,2023-09-30,2,10350,0.35
Aug 2023,SOM,16955266,Lower Shabelle,Afgooye idps,current,2023-08-01,2023-09-30,3,7393,0.25
Aug 2023,SOM,16955266,Lower Shabelle,Afgooye idps,current,2023-08-01,2023-09-30,4,2957,0.1
Aug 2023,SOM,16955266,Lower Shabelle,Afgooye idps,current,2023-08-01,2023-09-30,5,0,0
Aug 2023,SOM,16955266,Lower Shabelle,Afgooye idps,projected,2023-10-01,2023-12-31,all,29574,1.0
Aug 2023,SOM,16955266,Lower Shabelle,Afgooye idps,projected,2023-10-01,2023-12-31,3+,13308,0.45
Aug 2023,SOM,16955266,Lower Shabelle,Afgooye idps,projected,2023-10-01,2023-12-31,1,4436,0.15
Aug 2023,SOM,16955266,Lower Shabelle,Afgooye idps,projected,2023-10-01,2023-12-31,2,11829,0.4
Aug 2023,SOM,16955266,Lower Shabelle,Afgooye idps,projected,2023-10-01,2023-12-31,3,8872,0.3
Aug 2023,SOM,16955266,Lower Shabelle,Afgooye idps,projected,2023-10-01,2023-12-31,4,4436,0.15
Aug 2023,SOM,16955266,Lower Shabelle,Afgooye idps,projected,2023-10-01,2023-12-31,5,0,0
Aug 2023,SOM,16955266,Lower Shabelle,Wanla weyn (1),current,2023-08-01,2023-09-30,all,57558,1.0
Aug 2023,SOM,16955266,Lower Shabelle,Wanla weyn (1),current,2023-08-01,2023-09-30,3+,2877,0.05
Aug 2023,SOM,16955266,Lower Shabelle,Wanla weyn (1),current,2023-08-01,2023-09-30,1,48924,0.85
Aug 2023,SOM,16955266,Lower Shabelle,Wanla weyn (1),current,2023-08-01,2023-09-30,2,5755,0.1
Aug 2023,SOM,16955266,Lower Shabelle,Wanla weyn (1),current,2023-08-01,2023-09-30,3,2877,0.05
Aug 2023,SOM,16955266,Lower Shabelle,Wanla weyn (1),current,2023-08-01,2023-09-30,4,0,0
Aug 2023,SOM,16955266,Lower Shabelle,Wanla weyn (1),current,2023-08-01,2023-09-30,5,0,0
Aug 2023,SOM,16955266,Lower Shabelle,Wanla weyn (1),projected,2023-10-01,2023-12-31,all,57558,1.0
Aug 2023,SOM,16955266,Lower Shabelle,Wanla weyn (1),projected,2023-10-01,2023-12-31,3+,0,0
Aug 2023,SOM,16955266,Lower Shabelle,Wanla weyn (1),projected,2023-10-01,2023-12-31,1,48924,0.85
Aug 2023,SOM,16955266,Lower Shabelle,Wanla weyn (1),projected,2023-10-01,2023-12-31,2,8633,0.15
Aug 2023,SOM,16955266,Lower Shabelle,Wanla weyn (1),projected,2023-10-01,2023-12-31,3,0,0
Aug 2023,SOM,16955266,Lower Shabelle,Wanla weyn (1),projected,2023-10-01,2023-12-31,4,0,0
Aug 2023,SOM,16955266,Lower Shabelle,Wanla weyn (1),projected,2023-10-01,2023-12-31,5,0,0
Aug 2023,SOM,16955266,Lower Shabelle,Afgooye urban,current,2023-08-01,2023-09-30,all,166965,1.0
Aug 2023,SOM,16955266,Lower Shabelle,Afgooye urban,current,2023-08-01,2023-09-30,3+,0,0
Aug 2023,SOM,16955266,Lower Shabelle,Afgooye urban,current,2023-08-01,2023-09-30,1,133572,0.8
Aug 2023,SOM,16955266,Lower Shabelle,Afgooye urban,current,2023-08-01,2023-09-30,2,33393,0.2
Aug 2023,SOM,16955266,Lower Shabelle,Afgooye urban,current,2023-08-01,2023-09-30,3,0,0
Aug 2023,SOM,16955266,Lower Shabelle,Afgooye urban,current,2023-08-01,2023-09-30,4,0,0
Aug 2023,SOM,16955266,Lower Shabelle,Afgooye urban,current,2023-08-01,2023-09-30,5,0,0
Aug 2023,SOM,16955266,Lower Shabelle,Afgooye urban,projected,2023-10-01,2023-12-31,all,166965,1.0
Aug 2023,SOM,16955266,Lower Shabelle,Afgooye urban,projected,2023-10-01,2023-12-31,3+,8348,0.05
Aug 2023,SOM,16955266,Lower Shabelle,Afgooye urban,projected,2023-10-01,2023-12-31,1,116875,0.7
Aug 2023,SOM,16955266,Lower Shabelle,Afgooye urban,projected,2023-10-01,2023-12-31,2,41741,0.25
Aug 2023,SOM,16955266,Lower Shabelle,Afgooye urban,projected,2023-10-01,2023-12-31,3,8348,0.05
Aug 2023,SOM,16955266,Lower Shabelle,Afgooye urban,projected,2023-10-01,2023-12-31,4,0,0
Aug 2023,SOM,16955266,Lower Shabelle,Afgooye urban,projected,2023-10-01,2023-12-31,5,0,0
Aug 2023,SOM,16955266,Lower Shabelle,Kurtunwaarey (2),current,2023-08-01,2023-09-30,all,4497,1.0
Aug 2023,SOM,16955266,Lower Shabelle,Kurtunwaarey (2),current,2023-08-01,2023-09-30,3+,224,0.05
Aug 2023,SOM,16955266,Lower Shabelle,Kurtunwaarey (2),current,2023-08-01,2023-09-30,1,3822,0.85
Aug 2023,SOM,16955266,Lower Shabelle,Kurtunwaarey (2),current,2023-08-01,2023-09-30,2,449,0.1
Aug 2023,SOM,16955266,Lower Shabelle,Kurtunwaarey (2),current,2023-08-01,2023-09-30,3,224,0.05
Aug 2023,SOM,16955266,Lower Shabelle,Kurtunwaarey (2),current,2023-08-01,2023-09-30,4,0,0
Aug 2023,SOM,16955266,Lower Shabelle,Kurtunwaarey (2),current,2023-08-01,2023-09-30,5,0,0
Aug 2023,SOM,16955266,Lower Shabelle,Kurtunwaarey (2),projected,2023-10-01,2023-12-31,all,4497,1.0
Aug 2023,SOM,16955266,Lower Shabelle,Kurtunwaarey (2),projected,2023-10-01,2023-12-31,3+,0,0
